SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1.0,4,1.0,0.0,0,0.0,48-02102,35,N,N,N
1.0,6,1.0,0.0,0,1.0,48-02102,35,N,N,N
1.0,6,1.0,0.0,0,0.0,48-02102,31,N,N,N
1.0,4,1.0,0.0,0,0.0,48-02102,46,N,N,N
2.0,3,1.0,0.0,4,0.0,48-02507,77,N,N,190
1.0,4,1.0,0.0,0,0.0,48-02102,50,N,N,N
1.0,6,2.0,0.0,0,0.0,48-02102,30,N,N,N
1.0,6,2.0,0.0,0,0.0,48-02102,33,N,N,N
1.0,6,1.0,0.0,0,0.0,48-02102,19,N,N,N
1.0,6,2.0,0.0,0,0.0,48-02102,21,N,N,N
1.0,6,1.0,0.0,0,1.0,48-02102,29,N,N,N
1.0,6,1.0,0.0,0,1.0,48-02102,37,N,N,N
1.0,6,1.0,0.0,0,1.0,48-02102,35,N,N,N
1.0,4,1.0,0.0,0,0.0,48-02102,48,N,N,N
1.0,6,1.0,0.0,0,1.0,48-02102,24,N,N,N
2.0,3,1.0,0.0,4,0.0,48-02507,77,N,N,190
2.0,1,1.0,1.0,5,0.0,48-02507,70,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02507,69,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02515,42,3,5,501
2.0,1,1.0,1.0,5,0.0,48-02510,65,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02510,65,0,2,501
2.0,1,1.0,1.0,7,0.0,48-02102,63,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02101,46,3,5,501
1.0,1,1.0,1.0,9,0.0,48-02515,64,0,2,501
2.0,1,1.0,1.0,2,0.0,48-02515,56,0,2,501
2.0,1,1.0,1.0,0,0.0,48-02515,63,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02510,66,0,3,501
2.0,1,1.0,1.0,8,0.0,48-02516,39,2,4,501
1.0,1,1.0,1.0,8,0.0,48-02516,40,2,4,501
1.0,1,1.0,1.0,9,0.0,48-02516,67,0,2,501
2.0,1,1.0,1.0,5,0.0,48-02516,61,0,2,501
2.0,1,1.0,1.0,8,0.0,48-02102,41,1,3,501
2.0,1,1.0,1.0,9,0.0,48-02101,41,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02101,39,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02101,80,0,2,501
2.0,4,1.0,1.0,7,0.0,48-02507,70,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02102,46,1,3,501
2.0,6,1.0,1.0,0,0.0,48-02102,16,1,3,501
1.0,1,1.0,1.0,9,0.0,48-02516,67,0,2,501
2.0,1,1.0,1.0,2,0.0,48-02516,67,0,2,501
2.0,3,1.0,1.0,3,0.0,48-02101,79,0,N,116
2.0,1,1.0,1.0,0,0.0,48-02102,59,0,2,459
1.0,1,1.0,1.0,8,0.0,48-02102,72,0,2,429
1.0,1,1.0,1.0,9,0.0,48-02101,71,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,53,0,2,501
2.0,1,1.0,1.0,7,0.0,48-02510,58,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02515,66,0,3,501
1.0,1,1.0,1.0,9,0.0,48-02510,52,1,3,501
1.0,1,1.0,1.0,6,0.0,48-02510,75,0,2,501
2.0,1,1.0,1.0,6,0.0,48-02510,81,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,70,0,3,501
1.0,1,1.0,1.0,9,0.0,48-02102,56,0,4,501
2.0,1,1.0,1.0,7,0.0,48-02102,56,0,4,501
1.0,1,1.0,1.0,9,0.0,48-02510,55,0,2,501
2.0,1,1.0,1.0,0,0.0,48-02510,51,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02515,68,0,2,501
2.0,1,1.0,1.0,2,0.0,48-02515,66,0,2,501
2.0,1,1.0,1.0,8,0.0,48-02102,35,0,2,501
2.0,1,1.0,1.0,7,0.0,48-02102,34,0,2,501
1.0,1,6.0,1.0,9,0.0,48-02510,50,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,59,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02515,67,0,2,501
2.0,1,1.0,1.0,4,0.0,48-02515,63,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02515,69,0,2,501
2.0,1,1.0,1.0,6,0.0,48-02510,62,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,51,0,3,501
2.0,1,1.0,1.0,0,0.0,48-02510,50,0,3,501
1.0,1,1.0,1.0,9,0.0,48-02516,67,0,3,501
1.0,1,1.0,1.0,9,0.0,48-02516,45,1,3,501
2.0,1,1.0,1.0,8,0.0,48-02516,42,1,3,501
1.0,1,1.0,1.0,8,0.0,48-02101,69,0,2,501
2.0,1,1.0,1.0,0,0.0,48-02101,64,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02515,54,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,57,0,2,501
2.0,1,1.0,1.0,3,0.0,48-02510,60,0,2,501
1.0,1,1.0,1.0,4,0.0,48-02102,34,0,2,385
1.0,1,1.0,1.0,9,0.0,48-02515,58,0,3,501
1.0,1,1.0,2.0,8,0.0,48-02516,65,0,2,501
2.0,1,1.0,1.0,3,0.0,48-02102,62,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,48,1,3,501
2.0,1,1.0,1.0,7,0.0,48-02510,47,1,3,501
2.0,6,1.0,1.0,0,0.0,48-02510,15,1,3,501
2.0,1,1.0,1.0,7,0.0,48-02510,66,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,72,0,2,501
2.0,1,1.0,1.0,0,0.0,48-02515,45,3,5,501
2.0,1,1.0,1.0,7,0.0,48-02510,42,2,4,501
1.0,1,1.0,1.0,9,0.0,48-02101,49,1,4,501
1.0,1,1.0,1.0,5,0.0,48-02510,72,0,2,253
1.0,1,1.0,1.0,8,0.0,48-02510,34,2,4,501
2.0,1,1.0,1.0,8,0.0,48-02510,32,2,4,501
2.0,1,1.0,1.0,5,0.0,48-02102,55,0,2,501
1.0,1,1.0,1.0,6,0.0,48-02101,84,0,2,325
1.0,1,1.0,1.0,9,1.0,48-02510,49,0,2,501
2.0,1,1.0,1.0,9,0.0,48-02101,60,0,2,501
1.0,1,1.0,1.0,7,0.0,48-02101,64,0,2,501
2.0,1,1.0,1.0,9,0.0,48-02101,65,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02101,54,0,2,501
2.0,1,1.0,1.0,2,0.0,48-02102,80,0,2,446
1.0,1,1.0,1.0,7,0.0,48-02507,56,0,2,501
2.0,1,1.0,1.0,6,0.0,48-02507,59,0,2,501
2.0,1,1.0,1.0,8,0.0,48-02510,66,0,2,501
1.0,1,1.0,1.0,7,0.0,48-02516,33,1,3,501
1.0,1,1.0,1.0,9,0.0,48-02101,40,2,4,501
1.0,1,1.0,1.0,8,0.0,48-02515,45,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02507,64,0,2,501
2.0,1,1.0,1.0,2,0.0,48-02101,54,0,2,179
2.0,1,1.0,1.0,1,0.0,48-02102,53,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02102,54,0,2,501
2.0,1,1.0,1.0,7,0.0,48-02101,54,0,2,501
1.0,1,1.0,1.0,7,0.0,48-02101,58,0,2,501
1.0,1,1.0,1.0,8,0.0,48-02101,41,0,3,501
2.0,1,1.0,1.0,6,0.0,48-02101,41,0,3,501
1.0,4,1.0,1.0,6,0.0,48-02102,71,0,N,331
1.0,1,1.0,1.0,4,0.0,48-02101,77,0,2,220
1.0,1,1.0,1.0,8,0.0,48-02510,70,0,2,501
2.0,1,1.0,1.0,3,0.0,48-02510,78,0,2,501
1.0,4,1.0,1.0,3,0.0,48-02101,39,0,N,109
1.0,1,1.0,1.0,8,0.0,48-02102,52,2,4,476
2.0,1,1.0,1.0,7,0.0,48-02101,56,0,3,501
1.0,1,1.0,1.0,7,0.0,48-02102,70,0,2,373
1.0,1,1.0,1.0,9,0.0,48-02101,57,0,2,501
2.0,1,1.0,1.0,7,0.0,48-02101,60,0,2,501
1.0,6,1.0,1.0,4,0.0,48-02101,26,0,3,501
1.0,1,1.0,2.0,3,0.0,48-02102,27,0,2,305
1.0,1,1.0,1.0,9,0.0,48-02101,78,0,2,501
2.0,1,1.0,1.0,0,0.0,48-02101,78,0,2,501
1.0,1,1.0,1.0,9,0.0,48-02510,68,0,3,501
2.0,1,1.0,1.0,0,0.0,48-02510,51,0,3,501
