,INDP,count_target,count_deidentified
1,4670,14,13.0
10,4680,1,3.0
4,4690,3,6.0
7,4770,7,1.0
30,4780,3,2.0
19,4795,9,6.0
8,4870,12,9.0
24,4880,3,2.0
25,4890,1,0.0
0,4971,22,31.0
32,4972,1,2.0
17,4980,6,1.0
5,4990,5,1.0
3,5070,13,12.0
21,5080,5,4.0
29,5090,2,3.0
18,5170,16,10.0
12,5180,3,3.0
14,5190,1,7.0
26,5275,3,7.0
22,5295,1,0.0
16,5381,5,6.0
2,5391,5,12.0
28,5470,2,3.0
13,5480,2,0.0
15,5490,1,4.0
9,5570,3,9.0
27,5580,4,4.0
20,5593,8,4.0
23,5670,1,1.0
31,5680,2,0.0
6,5690,1,2.0
11,5790,8,1.0
