,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,31,2,N,11,1,2,2,0,1,2,65,2,N,1,9,60.0
1,11,2,N,3,1,1,1,0,6,2,37,2,N,1,8,60.0
2,4,2,N,12,1,4,1,0,1,1,71,2,N,1,8,60.0
3,16,2,N,4,1,1,2,5,2,1,31,2,N,1,4,60.0
4,41,2,N,9,1,6,2,N,9,1,34,2,N,1,7,60.0
5,26,2,N,5,1,4,1,N,9,2,52,2,N,1,2,60.0
6,53,2,N,11,1,1,1,5,3,2,71,2,N,1,6,60.0
7,0,2,N,6,1,6,1,0,9,1,34,2,N,1,5,60.0
8,0,2,N,12,1,2,1,0,1,1,81,2,N,1,6,60.0
9,12,2,N,9,1,3,1,9,6,2,50,2,N,1,7,60.0
10,0,2,N,4,3,1,1,N,4,2,31,2,N,1,0,40.0
11,0,2,N,8,1,5,1,N,1,1,34,2,N,1,7,60.0
12,40,2,N,4,1,3,1,N,8,1,66,2,N,1,5,60.0
13,36,2,N,1,1,2,2,N,1,1,66,2,N,1,6,60.0
14,46,1,3,4,1,3,1,5,2,2,77,2,N,1,2,20.0
15,0,2,N,7,1,6,2,N,8,1,31,2,N,1,4,60.0
16,23,2,N,5,1,1,1,4,5,2,56,2,N,1,2,60.0
17,23,2,N,7,1,6,1,8,3,1,21,2,N,1,0,60.0
18,0,2,6,7,1,2,2,N,2,2,38,2,N,1,6,40.0
19,0,2,N,1,1,1,1,N,9,2,87,2,N,1,2,60.0
20,29,2,N,8,1,4,1,9,6,1,31,2,N,1,1,60.0
21,48,2,N,7,1,2,1,5,8,1,20,2,N,1,3,60.0
22,19,2,N,5,1,1,2,4,9,2,61,2,N,1,0,60.0
23,20,2,N,12,1,1,2,8,2,1,45,2,N,1,7,60.0
24,62,2,N,12,1,4,1,6,2,1,51,2,N,1,2,60.0
25,43,2,2,4,1,3,2,6,2,1,63,1,N,1,2,20.0
26,36,2,N,5,3,1,2,2,9,1,25,2,N,1,5,40.0
27,5,2,N,5,1,2,1,2,8,1,24,2,N,1,5,60.0
28,0,2,N,12,1,6,2,0,6,1,29,2,N,1,8,60.0
29,38,2,N,5,1,4,2,9,8,1,30,2,N,1,4,60.0
30,71,2,N,8,3,1,2,2,3,2,25,2,N,1,0,40.0
31,3,2,N,3,1,2,2,0,1,1,40,2,N,1,5,60.0
32,28,2,N,1,1,5,2,8,1,1,35,2,N,1,5,60.0
33,68,2,N,9,1,2,1,8,2,2,59,2,N,1,2,60.0
34,26,2,N,6,1,1,2,N,9,1,36,2,N,1,4,60.0
35,2,2,N,8,1,1,1,0,9,1,69,2,2,1,3,40.0
36,0,2,N,11,1,4,2,N,2,2,70,2,N,1,3,60.0
37,0,2,N,8,1,6,2,N,6,1,24,2,N,1,4,60.0
38,39,2,N,8,1,4,1,0,8,2,30,2,N,1,6,60.0
39,0,2,N,7,1,5,1,N,2,2,66,2,N,1,5,60.0
40,32,2,N,6,1,1,1,N,3,2,21,2,N,1,2,60.0
41,72,2,N,9,1,4,2,0,2,1,56,2,N,1,8,60.0
42,31,2,N,5,1,5,1,0,1,1,62,2,N,1,6,60.0
43,48,2,N,12,1,3,1,8,1,1,75,2,N,1,6,60.0
44,54,2,N,3,1,N,0,9,1,2,9,2,N,2,N,40.0
45,4,2,2,3,1,1,1,N,3,2,42,2,N,1,0,40.0
46,16,2,N,8,1,1,2,N,9,1,85,2,N,1,3,60.0
47,46,2,N,5,1,2,1,6,6,2,35,2,N,1,0,60.0
