,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,1.7763568394002505e-15,0.06196595858865013,0.03989129154998118,0.0328283802636537,-0.015679541029264943,-0.03156468154774746,0.12234236984685949,-0.03103712276363836,-0.03136790534304956,0.028345521540893315,0.06121299796877917,0.041889095836985385,-0.18055103455697755,0.019060028937732516,-0.06749751170923077,0.0460494369808921,0.05383831000667963,-0.03492837811203632,-0.004663734869800977
DPHY,0.06196595858865013,1.2212453270876722e-15,-0.07441236521664696,-0.006601135342637066,0.1009414963035719,0.004183475476865844,0.045085222363944806,-0.1095830749869115,-0.04039448815308211,-0.018448546367403645,0.0815431703967118,0.11329495658451211,0.1101952757041789,-0.1627733483627801,0.015228084461741953,-0.01613556640477097,0.057591580659455965,-0.0714208334142476,0.05477414677318751
DREM,0.03989129154998118,-0.07441236521664696,-6.661338147750939e-16,-0.09451981165449713,0.09086133426194042,-0.08343107707325667,0.03176167862440663,-0.1250510079350406,-0.11752863953084447,0.034250236242758116,0.16033516153138183,0.09371781237788708,0.08144114573254524,-0.057040862371168725,-0.00944159403644887,-0.056085860462426466,0.07290058004592603,-0.14245458297395502,0.17105936344638567
PINCP_DECILE,0.0328283802636537,-0.006601135342637066,-0.09451981165449713,6.439293542825908e-15,0.09255922493831653,0.052800847542039925,-0.0064013095925944535,-0.07590534229372858,-0.045788280809871434,0.01266657637216324,0.06957043914436609,0.02351599619190322,0.13860113299112425,-0.06343822636302232,-0.08946546718029125,-0.038397506252157085,0.048901372237677945,-0.13484138740166868,0.02821677103101164
HISP,-0.015679541029264943,0.1009414963035719,0.09086133426194042,0.09255922493831653,-1.887379141862766e-15,0.08417473136723595,0.0897741888079556,0.046407219422729164,0.15603948673121076,-0.026792105418750156,-0.011892865451913752,0.04366056044420441,-0.2215607435346425,0.02091675890568169,-0.018079838292565556,0.09050820040482205,-0.12125477723830572,-0.050124401483990985,0.020807302266117645
HOUSING_TYPE,-0.03156468154774746,0.004183475476865844,-0.08343107707325667,0.052800847542039925,0.08417473136723595,0.0,-0.0024099593447393444,-0.029038169089966197,-0.026666497161942665,-0.09668012431940351,0.0662021846306099,0.04730920964019478,0.31609386700641867,0.007267922764253157,0.0637056693114995,0.03855881659593797,0.1845385754261349,0.02253365754270875,0.24286389653851687
DVET,0.12234236984685949,0.045085222363944806,0.03176167862440663,-0.0064013095925944535,0.0897741888079556,-0.0024099593447393444,0.0,-0.019377787118309786,0.027177491065463456,0.1365313405688321,0.05382871310056941,0.07390748458392545,-0.05686666654155252,-0.04334864969816024,0.12282817512463447,0.08653584226827063,0.024461002576713013,-0.12420354684847615,-0.02478795678644875
EDU,-0.03103712276363836,-0.1095830749869115,-0.1250510079350406,-0.07590534229372858,0.046407219422729164,-0.029038169089966197,-0.019377787118309786,-2.4424906541753444e-15,-0.08458990676090261,-0.01964474710359041,0.004413635977423003,-0.004650130779447469,0.10390247795296292,-0.026612394679502528,-0.07858722107329436,-0.09036484625283238,0.0904737399657777,-0.15003562496436745,0.0832465500565564
MSP,-0.03136790534304956,-0.04039448815308211,-0.11752863953084447,-0.045788280809871434,0.15603948673121076,-0.026666497161942665,0.027177491065463456,-0.08458990676090261,5.329070518200751e-15,-0.008576586322803469,0.022455396227270996,0.015835984057141657,0.16058942616188712,-0.08775168074782237,-0.00821693952465985,0.007191533129245448,0.12624669527212626,-0.1418314066220757,0.16336456603349567
PUMA,0.028345521540893315,-0.018448546367403645,0.034250236242758116,0.01266657637216324,-0.026792105418750156,-0.09668012431940351,0.1365313405688321,-0.01964474710359041,-0.008576586322803469,-1.2434497875801753e-14,0.0671984334092536,-0.06354766417727736,-0.16169652530523984,-0.004087537521448886,0.037919344307988684,0.030433698192502474,0.04510430731499347,-0.0031040843823294667,-0.05886672255744407
NPF,0.06121299796877917,0.0815431703967118,0.16033516153138183,0.06957043914436609,-0.011892865451913752,0.0662021846306099,0.05382871310056941,0.004413635977423003,0.022455396227270996,0.0671984334092536,0.0,-0.03788956031618126,-0.11850033890357228,0.0765083651787349,0.007363351576557299,0.052720269375873874,-0.08386357294174224,0.08466986217828684,-0.06201734595390429
DEAR,0.041889095836985385,0.11329495658451211,0.09371781237788708,0.02351599619190322,0.04366056044420441,0.04730920964019478,0.07390748458392545,-0.004650130779447469,0.015835984057141657,-0.06354766417727736,-0.03788956031618126,-1.3211653993039363e-14,0.04122797653093478,-0.12480875828648817,0.07274688058838341,-0.3221984985557243,0.04515159844266381,0.01436178590421,-0.01285652464806808
