,feature,divergence
1,AGEP,0.9621306230001883
13,PINCP,0.7612428531258786
11,INDP_CAT,0.5242687941421565
15,POVPIP,0.289963710766245
14,PINCP_DECILE,0.27922954353735113
12,EDU,0.26912032497548677
7,NPF,0.17174788071623573
6,NOC,0.07189814792386284
3,MSP,0.03385416666666668
5,RAC1P,0.022196838380699413
9,OWN_RENT,0.021954372403647483
4,HISP,0.01687105565117614
18,DPHY,0.016584491259524867
17,DREM,0.015323524074638911
8,HOUSING_TYPE,0.013510616578195179
0,PUMA,0.013017168841864102
10,DENSITY,0.013017168841864102
16,DVET,0.011729812227886082
20,DEAR,0.006783954961294865
2,SEX,0.0052728397588348574
19,DEYE,0.0032670123653769437
