,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1102230246251565e-16,0.018553918827095946,-0.012013822727987239,-0.010800087340175261,-0.0030306265179868615,-0.0047374172062110255,0.0009611239903535779,0.03037016512115008,-0.01146513757228225,-0.024044721978364585,-9.166758776050967e-05
AGEP,0.01855391882709595,0.0,-0.05385944513137011,-0.17607320082437045,0.17094674210758312,0.10261187939213645,0.4657562754900886,0.4106434786649507,0.12836169481160864,-0.4285337481123549,0.09920581112090343
SEX,-0.012013822727987239,-0.0538594451313701,-2.220446049250313e-16,-0.04267595405243066,0.02853956310871534,0.0046297066188088765,0.032204804550634736,0.052624766489805685,-0.023367864151909203,0.12036939304909562,0.029191859722894467
MSP,-0.010800087340175261,-0.1760732008243705,-0.04267595405243066,0.0,0.017881159954201992,-0.006386169390808556,0.3258059828259965,0.2814847133998093,-0.012846272329675014,-0.2111217785100187,0.04514214718885728
HISP,-0.0030306265179868633,0.17094674210758312,0.02853956310871534,0.017881159954201992,1.1102230246251565e-16,-0.08727711714298846,-0.1435962092365233,-0.1417107362456362,-0.046599201752434365,0.11845089002990412,-0.00016491472034420394
RAC1P,-0.0047374172062110255,0.10261187939213642,0.004629706618808877,-0.006386169390808553,-0.08727711714298846,0.0,-0.03576720346920977,-0.03417568002051903,-0.06671586756047564,0.08453630868022748,-0.008328908065836483
NOC,0.0009611239903535779,0.4657562754900885,0.032204804550634736,0.3258059828259965,-0.14359620923652333,-0.03576720346920978,2.220446049250313e-16,-0.6322169425687535,-0.13747884542447217,0.27455183796762106,-0.09138884884295066
NPF,0.03037016512115008,0.4106434786649507,0.052624766489805685,0.28148471339980924,-0.1417107362456362,-0.034175680020519024,-0.6322169425687535,1.1102230246251565e-16,-0.015809019067741292,0.24898602377523113,-0.061249158267618495
OWN_RENT,-0.011465137572282253,0.12836169481160864,-0.023367864151909203,-0.012846272329675015,-0.046599201752434365,-0.06671586756047562,-0.13747884542447217,-0.015809019067741292,-1.1102230246251565e-16,0.05483741774814234,-0.020223946824307455
PINCP_DECILE,-0.024044721978364585,-0.4285337481123549,0.12036939304909562,-0.21112177851001873,0.11845089002990412,0.08453630868022749,0.27455183796762106,0.24898602377523113,0.054837417748142346,0.0,0.00019306680661535907
DEYE,-9.166758776050967e-05,0.09920581112090343,0.029191859722894467,0.04514214718885728,-0.00016491472034420394,-0.008328908065836483,-0.09138884884295068,-0.061249158267618495,-0.020223946824307455,0.00019306680661535907,1.1102230246251565e-16
