,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,87,2,N,5,1,3,1,4,6,1,84,2,N,1,9,60.0
1,58,2,N,6,1,1,1,0,5,2,61,2,N,1,0,80.0
2,37,2,N,5,1,6,1,0,5,2,18,2,N,1,0,80.0
3,31,2,N,11,1,3,1,4,2,1,44,2,N,1,1,60.0
4,52,2,N,8,1,6,1,5,6,1,65,2,N,1,4,60.0
5,5,2,N,4,1,3,2,2,6,1,51,2,N,1,3,60.0
6,58,2,N,12,1,2,2,9,6,2,29,2,N,1,0,60.0
7,21,2,N,2,1,1,2,8,1,2,52,2,N,1,3,60.0
8,28,2,N,5,1,2,1,0,9,2,79,2,N,1,5,60.0
9,67,2,N,3,1,5,2,5,2,2,74,1,N,1,2,40.0
10,56,2,N,7,1,4,2,8,9,1,61,2,N,1,3,60.0
11,14,2,N,1,1,4,2,9,1,1,81,2,N,1,2,60.0
12,16,2,N,4,1,6,1,2,7,1,15,2,N,1,0,60.0
13,76,2,N,6,1,6,2,5,6,2,79,2,N,1,5,80.0
14,71,2,N,3,1,3,2,2,3,1,80,2,N,1,4,60.0
15,53,2,N,10,1,4,1,9,9,1,42,2,N,1,9,80.0
16,30,2,N,4,1,4,1,0,8,2,35,2,N,1,7,60.0
17,91,2,N,3,1,5,2,0,2,1,52,2,N,1,0,80.0
18,87,2,N,7,1,3,1,7,9,2,55,2,N,1,6,60.0
19,14,2,N,4,1,N,2,N,3,1,14,2,N,1,N,100.0
20,34,2,N,8,1,1,2,0,9,2,57,2,N,1,0,80.0
21,57,2,N,5,1,3,1,0,8,2,76,2,N,1,2,60.0
22,80,2,N,5,1,2,2,6,3,2,44,2,N,1,4,60.0
23,41,2,N,3,1,2,2,2,1,1,60,2,N,1,6,60.0
24,16,2,N,4,1,6,1,0,7,2,17,2,N,1,0,80.0
25,19,2,N,7,1,1,1,8,7,1,66,1,N,1,6,40.0
26,87,2,N,5,1,4,2,2,5,2,47,2,N,1,0,60.0
27,88,2,N,4,1,6,2,6,5,2,21,2,N,1,3,60.0
28,81,2,N,4,1,4,1,0,8,1,54,2,N,1,9,60.0
29,94,2,N,10,1,2,2,0,8,1,38,2,N,1,6,60.0
30,63,2,N,11,1,4,2,9,2,1,77,2,N,1,3,60.0
31,68,2,N,7,1,3,1,0,8,1,66,2,N,1,2,60.0
32,3,1,N,7,1,2,2,7,5,2,28,2,N,1,0,40.0
33,49,2,N,5,1,4,1,6,8,1,41,2,N,1,5,60.0
34,70,2,N,4,1,N,2,8,8,1,13,2,N,1,N,60.0
35,48,2,N,10,1,3,1,8,3,1,86,2,N,1,8,80.0
36,44,2,N,5,1,1,2,1,5,1,48,2,N,1,5,60.0
37,58,2,N,11,1,6,1,9,9,1,69,2,N,1,7,60.0
38,20,2,N,6,1,3,2,7,3,1,67,2,N,1,2,60.0
39,57,2,N,1,1,4,2,3,2,2,38,2,N,1,1,60.0
40,14,2,N,6,1,4,1,5,6,1,59,2,N,1,9,60.0
41,49,2,N,11,1,1,2,0,8,2,33,2,N,1,8,60.0
42,35,2,N,4,2,5,0,2,1,1,56,1,N,3,1,20.0
43,48,2,N,8,1,4,1,5,6,1,44,2,N,1,6,60.0
44,39,2,N,5,2,2,0,6,3,1,77,1,N,3,3,20.0
45,57,2,N,3,1,3,1,0,6,1,89,2,N,1,6,60.0
46,95,2,N,3,2,5,0,2,2,2,77,1,N,3,4,20.0
47,85,2,N,5,1,3,1,7,8,1,65,2,N,1,7,80.0
48,40,2,6,1,1,3,2,3,1,2,76,2,N,1,2,40.0
49,17,2,N,9,1,2,1,0,9,1,46,2,N,1,9,60.0
50,51,2,N,9,1,5,1,7,8,2,45,2,N,1,7,80.0
51,26,2,N,6,3,2,0,4,2,1,36,2,N,2,7,40.0
52,22,2,N,7,1,6,1,0,7,2,50,2,N,1,3,60.0
53,65,2,N,11,1,3,2,8,1,1,76,2,N,1,3,60.0
54,42,2,N,3,2,4,0,0,8,2,62,2,N,2,0,80.0
55,27,2,N,7,1,6,2,3,5,1,34,2,N,1,5,60.0
56,57,2,N,10,1,4,2,6,3,2,35,2,N,1,7,60.0
