SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,1,4,0,7,7,58,1,N,2,10635
1,6,1,2,5,4,26,1,N,2,5451
1,6,4,0,6,9,25,2,N,2,18793
1,6,5,1,5,4,27,1,N,2,16435
1,6,9,2,3,10,52,1,N,2,27032
2,6,8,2,0,9,28,1,N,2,3944
2,6,2,2,3,9,78,1,N,2,19653
1,4,5,0,3,7,62,2,N,2,3456
2,4,1,1,9,5,76,1,N,2,23413
1,6,4,2,8,9,35,2,N,2,25747
2,1,7,2,8,9,47,2,N,2,16939
2,1,8,1,1,11,34,1,N,1,21841
2,N,1,1,N,3,10,1,N,2,25471
1,N,7,1,N,N,1,3,N,2,9591
2,1,7,1,0,9,46,3,N,2,7835
1,1,5,1,7,7,65,1,N,2,7284
1,N,4,1,N,3,9,3,N,2,13908
2,6,7,2,5,12,28,2,N,2,19628
2,1,3,1,5,7,70,1,N,2,15921
2,6,2,1,6,9,22,1,N,2,23133
2,N,2,1,N,3,8,1,N,2,3299
1,6,6,2,0,7,21,1,N,2,7888
1,6,5,0,N,10,30,3,N,2,17053
2,1,8,1,8,9,42,1,N,2,24212
2,6,1,2,3,4,23,1,N,2,22668
2,1,7,1,N,4,68,2,N,2,15599
1,N,1,1,N,1,4,1,N,2,13195
2,3,9,2,6,5,86,1,N,2,8826
1,N,3,0,7,N,1,2,N,2,7686
2,N,5,2,N,3,11,1,N,2,18494
1,4,4,1,5,6,77,1,N,2,25061
2,4,8,2,3,7,64,1,N,2,21247
1,6,3,1,0,7,19,1,N,2,13891
2,5,6,0,4,10,73,2,4,1,24308
1,6,1,1,8,10,30,1,N,2,10226
2,N,1,1,N,N,2,1,N,2,22580
1,1,3,1,9,9,54,1,N,2,25250
1,6,8,2,4,9,22,1,N,2,26248
2,6,6,1,3,5,21,1,N,2,7401
2,1,8,1,8,11,50,1,N,2,5084
2,6,1,1,0,7,27,1,N,2,14805
1,6,5,2,2,6,72,3,N,2,17378
2,1,3,0,7,9,34,3,N,1,10536
2,1,5,1,1,7,50,1,N,2,27232
1,N,7,1,N,3,11,1,N,2,9978
1,5,8,0,5,5,79,3,N,2,22521
1,N,7,2,N,2,3,2,N,2,23641
1,1,7,2,6,9,61,1,N,2,25477
2,1,2,1,9,10,64,1,N,2,9151
2,6,1,0,0,8,35,3,N,2,4780
1,6,4,0,8,9,34,1,N,2,957
1,6,5,1,0,4,56,1,N,2,17456
1,N,2,1,N,1,6,1,N,2,23495
2,6,8,1,0,4,17,1,N,2,4458
1,1,7,2,3,5,64,3,N,2,9062
2,6,7,2,7,9,26,1,N,2,4112
2,1,7,0,2,10,68,1,N,2,14909
2,6,6,2,8,9,34,1,N,2,24089
1,1,9,1,7,9,65,1,N,2,24967
2,6,8,2,7,7,45,1,N,2,8394
1,3,5,2,1,8,79,3,N,2,4207
2,6,3,1,4,9,24,1,N,2,3784
1,1,3,1,9,10,46,1,N,2,18146
2,N,9,2,N,3,8,1,N,2,23833
2,N,2,2,N,N,0,1,N,2,3898
1,1,1,1,5,7,39,1,N,2,4062
