SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,1,2,2,0,1,06-08507,41,0,2,36,12507
1,6,9,1,1,0,13-04600,89,N,11,199,23010
1,3,9,1,8,4,19-01700,67,3,6,429,19991
1,N,9,2,N,0,32-00405,67,2,5,392,1153
2,6,3,2,2,0,06-08507,59,3,5,183,2644
2,1,8,0,7,0,01-01301,2,0,8,501,3360
1,1,2,2,1,0,17-03531,51,0,2,36,8037
2,6,8,0,4,0,32-00405,11,0,5,193,11414
2,5,1,1,6,0,06-08507,94,3,8,75,21614
1,N,4,0,N,0,19-01700,33,1,8,400,19665
1,1,6,0,5,1,30-00600,95,5,9,51,26436
2,1,8,0,9,0,36-04010,72,0,4,167,2676
1,1,1,0,6,0,06-08507,5,0,5,339,7486
1,1,4,1,6,0,28-01100,77,0,2,501,15369
1,1,3,0,6,0,19-01700,9,0,N,333,363
2,N,2,0,N,0,06-07502,24,5,9,49,5457
1,4,2,0,4,0,28-01100,74,0,10,399,2447
2,1,2,0,6,0,51-01301,30,0,3,501,13465
1,6,2,2,7,0,51-01301,0,0,N,407,9175
1,6,6,1,1,0,40-00200,29,0,4,181,5956
1,3,4,0,5,0,28-01100,7,0,6,244,15000
1,1,4,1,6,1,51-01301,27,9,6,1,21431
2,6,8,2,6,0,17-03531,21,0,10,501,6520
1,1,9,0,6,0,30-00600,76,2,7,346,3279
1,6,4,1,1,0,51-01301,56,0,N,501,6948
1,6,1,2,2,2,36-03710,65,N,3,209,14096
1,6,2,2,8,0,30-00600,35,2,3,205,155
2,1,8,1,9,0,08-00803,56,2,4,187,4448
1,6,4,2,1,0,29-01901,54,2,4,283,18979
1,1,7,1,3,0,40-00200,55,1,3,2,3612
2,1,9,2,5,0,38-00100,45,1,3,454,10045
2,5,2,2,5,0,01-01301,50,0,2,244,11611
1,6,4,0,0,0,13-04600,28,N,N,N,26079
2,4,8,2,6,0,17-03529,89,0,2,343,7553
2,1,3,2,2,0,06-07502,65,0,2,417,12473
2,4,3,1,4,2,36-03710,41,7,5,326,16060
2,1,1,1,9,0,17-03529,37,2,4,501,8141
2,3,9,1,3,0,40-00200,5,0,N,114,10877
2,4,6,2,0,0,29-01901,52,6,11,213,10295
