,feature,divergence
13,PINCP,0.8600094044516713
1,AGEP,0.5013577690428659
15,POVPIP,0.16152112123885132
14,PINCP_DECILE,0.11425716258413274
11,INDP_CAT,0.11023883825063593
10,DENSITY,0.07420641765992803
12,EDU,0.07073121992959898
6,NOC,0.06852896419579582
7,NPF,0.0559957912335185
0,PUMA,0.04582690218944718
9,OWN_RENT,0.04416569677710184
8,HOUSING_TYPE,0.02565623457103005
3,MSP,0.021997337060127593
5,RAC1P,0.013285794563083292
4,HISP,0.011080227595733783
16,DVET,0.007921487189833883
17,DREM,0.004596911721407769
19,DEYE,0.0030643655514569594
20,DEAR,0.0018919418657723994
18,DPHY,0.0014910463627383075
2,SEX,0.00041434590968758567
