SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
2,1,1,1,8,0,25-00703,51,1,4,501
2,N,6,1,N,0,25-00503,7,2,4,501
2,1,1,1,3,0,25-00703,79,0,2,230
2,4,1,1,9,0,25-00703,61,0,N,501
1,N,9,2,N,4,25-00503,0,5,2,N
1,1,1,1,9,0,25-00703,68,0,3,501
1,N,2,2,N,4,25-00503,8,1,2,501
1,N,1,1,N,0,25-00703,14,1,3,501
1,1,1,1,7,0,25-00503,60,0,3,501
2,6,6,2,0,0,25-00503,25,1,3,501
2,6,1,1,1,0,25-00703,21,2,4,501
2,6,1,1,1,0,25-00703,15,2,4,501
2,1,1,1,5,0,25-00703,71,0,2,501
2,1,1,1,6,0,25-00703,27,2,4,501
2,6,1,1,7,0,25-00703,31,0,N,501
2,1,1,1,7,0,25-00703,25,2,4,501
2,1,1,1,6,0,25-00703,30,0,3,501
2,N,1,1,N,0,25-00703,12,2,4,501
2,1,1,1,3,0,25-00703,72,0,2,501
2,6,1,2,3,2,25-00703,21,1,3,501
2,6,1,1,5,0,25-02800,21,1,3,501
2,1,6,1,0,0,25-00503,45,2,4,501
2,6,1,1,6,0,25-00703,24,0,3,501
2,N,1,1,N,0,25-00703,16,3,5,501
1,N,1,1,N,0,25-00703,3,2,4,501
2,6,1,2,1,0,25-00703,15,0,N,N
2,1,1,1,5,0,25-00703,40,0,2,501
1,1,1,1,9,0,25-01300,53,3,5,501
2,4,1,1,4,0,25-00703,63,0,4,501
2,3,1,2,9,0,25-00703,90,N,N,0
2,3,1,1,6,0,25-00703,79,0,N,501
1,1,1,1,9,0,25-00503,52,4,4,501
1,6,1,2,0,0,25-00503,23,1,2,501
2,6,1,1,6,0,25-00703,20,0,4,501
2,1,1,1,6,0,25-00703,63,0,4,501
2,1,1,1,3,0,25-00703,71,0,2,501
1,1,1,1,7,0,25-00703,82,0,2,501
1,N,1,1,N,0,25-00703,14,2,4,501
2,N,1,1,N,0,25-00503,13,2,4,501
2,4,1,1,7,0,25-00703,64,0,N,501
2,4,1,1,3,0,25-00703,63,0,N,182
1,1,1,1,9,0,25-00703,58,1,3,501
2,6,1,1,1,0,25-00703,24,3,5,501
2,6,1,0,1,0,25-00703,24,N,N,N
2,6,1,1,7,0,25-00703,58,0,2,501
2,1,9,2,5,0,25-00503,46,1,3,501
2,6,1,1,0,0,25-00503,22,1,3,501
2,6,1,1,4,0,25-00703,27,0,2,501
1,1,1,1,9,0,25-00503,46,2,4,501
2,1,1,1,7,0,25-00703,64,0,2,501
2,6,1,1,7,0,25-00703,35,0,N,501
1,N,1,1,N,0,25-00703,6,4,4,501
2,1,1,1,0,0,25-01300,39,2,4,501
2,1,1,1,9,0,25-01300,38,2,5,501
2,1,1,1,3,0,25-00703,64,0,2,501
2,6,1,1,7,0,25-00703,34,0,4,501
2,1,6,1,9,0,25-00503,49,2,4,501
2,1,1,1,5,0,25-00703,75,0,2,501
1,1,1,1,8,0,25-00703,59,0,2,501
2,6,6,2,0,0,25-00503,29,0,N,0
2,1,1,1,7,0,25-00703,65,0,2,501
1,N,1,2,N,0,25-00503,5,0,2,N
1,6,1,1,0,0,25-00703,15,1,3,501
1,1,1,1,9,0,25-00703,57,0,3,501
2,N,1,1,N,0,25-00703,14,2,5,501
2,6,1,1,1,0,25-00703,22,0,N,0
2,6,6,2,N,0,25-00503,8,2,4,501
2,4,1,1,8,0,25-00703,52,0,N,501
1,6,1,1,0,0,25-01300,16,2,4,501
2,4,1,2,3,0,25-00503,61,0,N,230
2,6,6,2,0,0,25-00503,35,1,3,501
1,N,6,2,N,0,25-00503,8,2,3,501
2,4,1,1,4,0,25-00703,68,0,2,394
1,N,1,1,N,0,25-01300,4,2,4,501
2,3,1,1,3,0,25-00703,62,0,2,501
2,3,6,2,2,0,25-00503,85,0,N,0
1,6,1,1,0,0,25-00703,3,1,3,501
1,N,1,0,N,0,25-00503,0,N,N,N
1,1,1,1,9,0,25-00703,74,0,2,501
2,1,1,1,7,0,25-00703,62,0,2,501
1,N,1,1,N,0,25-00503,8,2,4,501
1,N,1,1,N,0,25-00703,10,3,5,501
1,6,1,1,1,0,25-00703,10,2,4,501
2,N,1,1,N,0,25-01300,0,2,5,501
1,N,2,0,N,0,25-00503,6,N,2,N
1,1,1,1,9,0,25-00703,60,0,3,501
1,N,1,2,N,1,25-00503,0,2,6,501
1,1,1,1,8,0,25-00703,48,3,5,501
1,1,1,1,7,0,25-00503,63,0,2,501
1,1,1,1,9,0,25-00503,49,0,2,501
2,6,6,2,0,0,25-00503,23,1,3,501
1,1,6,1,9,0,25-00503,50,1,3,501
2,6,1,2,1,0,25-00703,11,0,3,501
2,4,1,1,4,0,25-00703,67,0,2,501
2,4,1,1,4,0,25-00703,77,0,N,218
2,6,1,2,2,0,25-00703,69,0,N,N
2,1,6,2,6,0,25-00503,45,2,3,501
2,4,1,0,0,0,25-00703,70,N,N,76
2,6,1,1,8,0,25-00703,27,1,3,501
1,1,1,1,9,0,25-00703,63,0,2,501
2,3,1,1,9,0,25-00703,59,0,N,501
2,1,1,1,7,0,25-00703,58,0,2,501
1,6,1,1,0,0,25-01300,8,2,4,501
2,6,1,2,0,0,25-00503,32,0,N,0
2,4,1,2,7,0,25-00503,64,0,N,501
2,N,1,1,N,0,25-00703,12,2,5,501
1,1,1,1,9,0,25-00503,75,0,2,501
1,6,9,2,N,4,25-00503,17,1,3,501
2,6,1,2,1,0,25-00703,15,0,3,501
2,1,1,1,6,0,25-00703,47,0,3,501
2,1,1,2,5,0,25-00503,51,0,2,501
1,1,1,1,2,0,25-00503,71,0,5,501
2,6,1,1,4,0,25-00703,62,0,N,501
2,6,1,2,1,0,25-00703,18,0,2,501
2,N,6,1,N,0,25-00503,10,2,4,501
1,6,1,1,8,0,25-00503,30,0,N,501
1,1,1,1,9,0,25-00703,60,0,2,501
1,6,1,2,N,0,25-00503,10,0,N,N
2,1,1,1,5,0,25-00703,43,1,3,501
1,6,1,1,8,0,25-00503,38,0,N,501
1,1,1,1,9,0,25-00503,55,1,4,501
1,1,1,1,8,0,25-00703,44,1,3,501
2,3,1,1,4,0,25-00703,73,0,N,501
1,1,1,1,8,0,25-00703,61,0,3,501
2,6,1,1,6,0,25-00703,51,0,2,501
1,1,1,1,9,0,25-00703,51,1,4,501
2,4,1,1,6,0,25-00703,63,0,N,501
2,4,1,2,0,0,25-00503,68,0,N,0
2,3,1,1,3,0,25-00703,62,0,N,129
2,6,1,2,7,0,25-00703,66,N,N,0
1,N,1,1,N,0,25-00503,11,1,2,501
2,4,1,2,6,0,25-00703,73,0,N,0
2,6,1,1,3,4,25-00703,55,0,N,158
1,1,1,1,8,0,25-00703,23,1,4,501
2,N,1,1,N,0,25-00703,1,1,6,501
2,1,1,1,7,0,25-00703,65,0,2,501
1,6,1,2,1,0,25-00503,14,0,N,0
1,N,6,2,N,0,25-00503,3,1,2,N
1,1,6,1,9,0,25-00503,55,1,3,501
2,1,1,1,0,0,25-00703,40,2,5,501
2,6,1,1,N,0,25-00703,9,1,3,501
1,1,1,1,8,0,25-01000,37,2,4,501
2,1,1,1,6,0,25-00703,59,0,2,501
2,6,1,1,4,0,25-00703,51,0,N,158
1,1,1,1,9,0,25-00703,61,0,2,501
1,1,1,1,2,0,25-00703,72,0,2,501
1,1,1,1,9,0,25-00703,58,0,3,501
1,1,1,1,9,0,25-01300,46,2,5,501
2,4,1,1,6,0,25-00703,65,0,N,501
2,6,1,1,6,0,25-00703,21,1,4,501
2,6,1,1,1,0,25-00703,17,3,5,501
2,6,1,1,1,0,25-00703,15,0,N,501
2,N,1,1,N,0,25-00703,13,1,3,501
2,1,1,1,5,0,25-00703,65,0,2,501
2,6,1,1,7,0,25-00703,27,0,2,501
1,1,1,1,9,0,25-00503,34,2,4,501
1,1,1,1,8,0,25-00703,52,0,2,501
2,6,1,1,7,0,25-00703,58,0,N,501
1,6,1,0,1,0,25-00503,20,N,N,N
1,1,1,1,8,0,25-00503,34,0,2,501
2,6,1,2,1,0,25-00703,20,0,N,N
1,N,9,1,N,4,25-00503,6,1,2,501
2,1,1,1,6,0,25-00703,42,0,4,501
2,6,1,1,4,0,25-00703,60,0,2,236
2,3,1,1,9,0,25-00703,68,0,N,501
1,3,1,1,9,0,25-00703,61,0,2,501
2,1,1,1,8,0,25-00703,62,0,3,501
2,1,1,1,6,0,25-00703,83,0,2,501
2,4,1,1,4,0,25-00703,56,0,2,223
1,6,6,2,9,0,25-00503,28,N,N,0
1,6,6,2,0,0,25-00503,17,0,N,0
2,4,1,2,6,0,25-00703,70,0,N,501
1,1,1,1,9,0,25-00703,64,0,3,501
2,6,1,1,7,0,25-00703,56,0,N,501
1,1,1,2,2,0,25-00503,85,0,2,501
2,N,1,1,N,0,25-00703,5,2,4,501
1,6,1,0,0,0,25-00503,22,N,N,N
2,4,1,1,7,0,25-00703,50,0,2,501
2,6,1,1,1,0,25-00703,24,0,N,0
1,1,1,1,9,0,25-00503,43,2,4,501
1,1,6,1,9,0,25-00503,84,0,2,501
2,1,1,1,6,0,25-00703,63,0,3,501
2,6,1,0,1,0,25-00703,18,N,N,N
2,3,1,1,7,0,25-01000,60,0,N,501
2,1,1,2,3,2,25-00703,63,0,2,501
2,6,1,2,1,0,25-00703,14,0,N,N
1,1,1,1,9,0,25-00703,54,1,4,501
1,6,1,1,0,0,25-00703,29,2,4,501
1,1,1,1,8,0,25-00703,34,1,3,501
1,6,1,0,0,0,25-00503,23,N,N,0
2,6,1,2,N,0,25-00703,12,0,3,137
1,1,1,1,9,0,25-00503,50,1,3,501
1,1,1,1,9,0,25-00703,72,0,2,501
2,3,1,1,9,0,25-00703,91,0,2,501
2,3,1,1,4,0,25-00703,76,0,2,501
1,6,1,2,1,0,25-00703,12,0,N,N
2,6,1,1,7,0,25-00703,29,0,N,501
2,4,1,2,4,0,25-00703,54,0,2,501
2,6,1,2,6,0,25-00503,33,0,N,501
1,1,1,1,9,0,25-00703,80,0,2,501
1,6,1,1,0,0,25-00703,19,2,4,501
2,N,1,2,N,0,25-00703,3,1,6,N
2,N,1,1,N,0,25-00703,10,2,4,501
1,6,1,1,0,0,25-00703,17,0,3,501
2,1,6,2,0,0,25-00503,29,2,4,501
2,1,1,1,8,0,25-00703,39,1,4,501
2,1,1,2,5,0,25-00503,63,0,2,501
1,N,1,1,N,0,25-00703,10,3,5,501
2,3,1,2,9,0,25-00503,58,0,N,501
1,N,1,1,N,0,25-01000,6,2,5,501
2,3,1,1,6,0,25-00703,81,0,N,501
2,1,1,2,5,0,25-00503,49,0,3,501
1,1,1,1,9,0,25-00703,57,0,3,501
2,4,1,2,4,0,25-00703,71,0,2,218
1,6,1,1,N,0,25-00703,16,1,3,501
2,3,1,2,0,0,25-00703,83,0,N,94
2,6,1,2,2,0,25-00703,31,0,N,227
2,1,1,1,6,0,25-00703,52,0,4,501
2,1,1,1,3,0,25-00703,80,0,2,501
2,1,1,1,5,0,25-00703,67,0,2,501
2,4,1,2,3,4,25-00703,65,0,N,206
1,4,1,1,9,0,25-00703,53,0,N,501
2,4,1,1,4,0,25-00703,64,0,4,501
1,1,1,1,9,0,25-01300,43,2,5,501
2,6,1,1,1,0,25-00703,12,2,4,501
2,1,1,1,8,0,25-00703,36,2,4,501
2,1,1,1,3,0,25-00703,61,0,2,501
2,4,1,2,3,0,25-00703,76,0,N,241
2,1,1,1,7,0,25-00703,55,0,2,501
2,1,1,1,8,0,25-01300,38,2,4,501
1,1,6,1,9,0,25-00503,70,0,4,501
1,N,1,1,N,0,25-00703,15,1,3,501
2,1,1,1,4,4,25-00703,65,0,2,501
2,3,1,0,2,0,25-00503,82,N,N,N
2,4,1,1,4,0,25-00703,31,0,2,501
1,1,1,1,9,0,25-00703,43,1,3,501
1,N,1,1,N,4,25-00703,8,2,5,501
2,6,1,2,4,0,25-00703,33,0,3,501
1,N,1,1,N,0,25-00503,4,2,5,501
1,N,1,1,N,0,25-00703,13,3,5,501
2,4,1,1,7,0,25-00703,62,0,N,501
1,6,6,2,0,0,25-00503,22,1,3,501
1,1,1,1,9,0,25-00703,59,0,5,501
2,3,1,1,6,0,25-00703,86,0,2,501
2,3,1,1,4,0,25-00703,78,0,N,501
2,4,6,2,6,0,25-00503,43,0,N,501
2,6,1,1,5,0,25-00703,19,1,3,501
2,6,1,1,7,0,25-00703,53,0,N,501
1,1,1,1,2,0,25-00703,77,0,2,501
2,1,1,1,7,0,25-00703,58,0,2,501
2,1,1,1,0,0,25-00503,42,2,4,501
1,1,1,1,7,0,25-00703,63,0,2,501
1,1,1,1,9,0,25-00703,60,0,2,501
2,6,1,1,7,0,25-00703,58,0,N,501
2,1,1,1,6,0,25-00703,36,1,3,501
1,6,1,0,1,0,25-00503,30,N,N,N
1,6,1,1,8,0,25-00703,31,0,3,501
1,1,1,1,9,0,25-00703,66,0,2,501
1,N,1,0,N,0,25-00503,6,N,N,N
1,N,1,1,1,0,25-00703,0,3,5,501
2,1,1,1,4,0,25-00703,59,0,4,501
1,6,1,1,1,0,25-00703,17,0,N,501
1,1,1,1,9,0,25-00703,67,0,2,501
2,6,1,0,1,0,25-00703,18,N,N,N
2,N,6,1,N,0,25-00503,8,2,4,501
1,1,1,1,8,0,25-00703,52,0,4,501
2,6,6,2,7,0,25-00503,26,1,2,501
2,6,1,2,5,0,25-00503,23,0,3,501
2,4,1,1,7,0,25-00703,59,0,2,501
1,6,1,2,1,0,25-00503,10,1,2,501
1,3,1,1,9,0,25-00503,66,0,2,501
2,1,1,1,5,0,25-00703,52,0,3,501
2,1,1,1,5,0,25-00703,51,0,2,501
2,1,1,1,6,0,25-00703,72,0,2,501
2,6,1,1,5,0,25-00703,29,0,2,501
2,3,1,1,9,0,25-00703,62,0,N,501
1,1,1,1,9,0,25-00503,58,0,2,501
2,6,1,0,2,0,25-00503,81,N,N,N
2,6,1,2,6,0,25-00503,51,0,N,501
2,6,1,1,7,0,25-00703,60,0,N,501
2,4,1,1,9,0,25-00703,67,0,N,501
2,1,1,1,2,0,25-00703,61,0,2,501
2,4,6,0,0,0,25-00503,86,N,N,N
1,3,6,2,9,0,25-00503,67,0,N,501
1,1,1,1,9,0,25-00703,64,0,2,501
1,6,6,1,0,0,25-00503,18,2,4,501
2,N,1,1,N,0,25-00703,12,2,4,501
2,1,1,1,4,0,25-00703,54,0,3,501
2,1,1,1,4,0,25-00703,67,0,3,501
2,1,1,1,7,0,25-00703,55,0,4,501
2,1,1,1,8,0,25-00703,45,1,3,501
