PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02101,25,2,3,0,1,3,N,1,1,392.74808681909997,7490,10,7,-2.509901099999297,5,7.186213239,N,2,2,2,2,50,52
48-02102,59,2,1,0,1,0,2,1,1,454.08090697209997,5391,6,9,15083.970726300002,4,N,N,2,2,2,2,87,63
48-02510,20,2,6,3,1,2,N,1,2,2125.6469225299998,2290,4,3,-1162.0441497000002,0,0.1299590994,N,2,2,2,2,34,3
48-02101,66,2,1,0,1,0,3,1,1,445.8562683268,2390,4,10,154520.154768,9,313.33785486,N,2,2,2,2,76,75
48-02102,72,1,1,0,1,0,6,1,1,463.42830623,7860,11,4,424838.521905,3,237.73080258000002,N,2,2,2,2,14,99
48-02515,59,2,1,0,1,1,2,1,1,2147.3749000099997,2490,4,9,485427.72012,9,N,N,2,2,2,2,43,50
48-02510,33,1,1,0,1,0,2,1,1,3121.174984608,7860,11,9,52369.908296999994,7,237.83245047,N,2,2,2,2,63,113
48-02507,61,2,1,0,1,0,2,1,1,2081.28040594,8570,14,6,13583.077141200003,1,5.483784678,5,2,2,2,1,46,67
48-02101,70,2,1,0,1,1,3,1,1,364.5024110773,6780,8,7,52342.306222499996,6,497.5559757,N,2,2,2,2,141,43
48-02515,36,2,1,0,1,2,4,1,1,3139.07536449,6190,7,9,95470.1866818,9,N,N,2,2,2,2,79,71
48-02507,7,2,N,0,2,0,N,1,2,382.00868882009996,N,N,6,N,N,N,N,2,2,2,2,101,96
48-02510,11,2,N,0,1,0,2,1,1,3138.475858,N,N,3,N,N,N,N,2,2,2,2,32,56
48-02102,16,1,6,1,1,0,5,1,1,428.2051610167,5190,6,3,107947.76645099999,9,497.8601328,N,2,2,2,2,119,120
48-02101,54,1,1,0,1,2,4,1,1,414.34576188399996,4370,5,8,109329.91822200001,7,381.08477325,N,2,2,2,2,79,101
48-02516,42,2,6,0,1,1,4,1,2,1343.0365760999998,6770,8,7,106.07292779999989,0,429.1271913,N,2,2,2,2,5,28
48-02515,45,1,1,0,1,1,3,1,1,2148.76149071,7860,11,5,83039.414073,9,333.855879,N,2,2,2,2,19,44
48-02510,83,2,4,4,1,0,N,1,1,3138.2616280499997,9690,17,7,13093.2717069,4,212.40340890000002,N,2,2,2,1,48,48
48-02101,73,1,1,0,1,1,3,1,1,462.60732982979994,1170,4,7,23095.797194400002,4,339.8717367,N,2,1,2,2,69,66
48-02102,57,2,1,0,1,0,5,1,1,408.6489017007,7870,11,9,-8.324828400000115,2,N,N,2,2,2,2,90,98
48-02101,22,1,4,0,1,0,N,1,2,369.0436271941,570,2,7,85848.66460799999,8,228.97325243999998,N,2,2,2,2,28,104
48-02102,21,2,5,0,1,0,4,1,2,445.12834532,9160,15,8,320915.71701,2,175.44461385,N,2,2,2,2,252,83
48-02101,56,2,1,1,1,0,3,1,2,443.6177812661,4580,5,9,24844.356243,3,244.27510005,N,2,2,2,2,47,163
48-02102,72,2,1,0,1,0,6,1,1,435.00413139489996,4080,5,6,12389.1831126,0,326.9368686,N,2,2,2,2,273,92
48-02102,61,2,6,0,1,0,N,1,1,493.97829329319995,8590,14,3,-0.6311150999999882,7,N,N,2,2,2,2,21,24
48-02510,60,2,1,4,1,2,4,1,1,2149.9358756799998,1870,4,10,50142.243585000004,9,304.4014377,N,2,2,2,2,323,656
48-02510,7,2,N,0,1,0,N,1,1,3130.4059676,N,N,3,N,N,N,N,2,2,2,2,113,81
48-02510,10,1,N,0,1,0,2,1,1,3137.9509102800002,N,N,4,N,N,N,N,2,2,2,2,50,80
48-02515,51,1,1,0,1,0,2,1,1,3530.39386382,770,3,3,66088.61748300001,9,107.5861929,N,2,2,2,2,89,27
48-02102,41,1,1,0,1,0,2,1,1,429.54884500009996,7860,11,10,51713.475702,7,301.35181563,N,2,2,2,2,89,66
48-02510,54,2,1,0,1,2,4,1,1,3101.036019828,8562,14,9,40716.683122500006,7,N,N,2,2,2,2,78,133
48-02515,71,2,4,0,1,0,2,1,1,2129.9136409199996,4585,5,5,3650.9062653,3,107.91196314000001,N,2,2,2,2,104,83
48-02102,19,1,6,0,1,0,12,1,2,416.67135450499995,6970,9,4,34224.2342778,0,332.5929582,N,2,2,2,2,3,25
48-02515,62,2,4,1,5,11,N,1,2,2645.4939455,470,1,9,6051.573315899999,3,429.7835514,N,2,2,2,2,41,397
48-02102,7,2,N,1,1,1,3,1,2,404.78964867559995,N,N,3,N,N,470.78879820000003,N,2,N,2,2,50,48
48-02515,3,1,N,0,1,3,2,1,1,2158.0027297499996,N,N,4,N,N,N,N,N,N,2,2,3,11
48-02102,64,2,1,0,1,0,2,1,1,382.14953236085,770,3,7,40186.32807,9,N,N,2,2,2,2,47,33
48-02101,38,2,3,1,1,0,2,1,1,379.6197212446,3590,4,8,129981.95708400002,9,103.23477243,N,2,2,2,2,91,100
48-02101,83,2,1,0,1,2,4,1,1,380.44361791951997,6970,9,9,31411.695021,5,N,N,2,2,2,2,41,77
48-02510,25,1,1,0,1,0,2,1,1,3119.77375205,N,N,9,506079.75051900005,8,N,N,2,2,2,2,57,56
48-02516,5,1,N,0,1,0,3,1,1,1371.189326649,N,N,2,N,N,N,N,2,2,2,2,147,140
48-02507,16,1,6,0,1,2,3,1,2,1326.66873318,6170,7,5,42403.820256,6,419.565456,N,2,2,2,2,68,95
48-02101,41,2,1,0,1,0,2,1,1,381.68501840369,2880,4,5,61790.632155,7,431.3701683,N,2,2,2,2,50,38
48-02507,23,2,6,0,3,0,4,1,2,1627.1500226399999,3370,4,2,6838.230323400001,0,52.04951625,N,2,2,2,2,310,435
48-02101,28,1,6,0,1,2,7,1,1,463.24882539,6270,7,8,115731.779961,9,484.7791731,N,2,2,2,2,65,63
48-02101,69,1,1,0,1,1,3,1,1,410.373061449,570,2,7,24522.6488388,3,361.5469005,N,2,2,2,2,26,26
48-02507,46,1,1,0,1,0,5,1,1,1323.1698689099999,4590,5,5,54071.479076999996,9,268.0583967,N,2,2,2,2,83,71
48-02507,52,2,1,0,6,0,3,1,1,1413.4842227539998,6590,8,9,136930.232418,8,403.4886165,N,2,2,2,2,73,134
48-02102,38,2,1,0,1,0,2,1,1,367.02487191335996,7860,11,7,44123.73882,4,180.08838285000002,N,2,2,2,2,56,142
48-02102,78,1,1,0,1,0,2,1,1,463.60732824679997,7990,12,9,164097.17330999998,7,438.0324162,N,2,2,2,2,47,166
48-02507,45,2,1,0,6,2,3,1,2,2019.2518951099996,3875,4,9,26590.380623100005,6,11.331645555000001,N,2,1,2,2,113,87
48-02102,57,2,6,0,9,0,3,1,1,370.91281994380995,7860,11,4,704.6896920000008,2,236.85465378,N,1,2,2,2,90,62
48-02507,62,1,1,0,1,0,2,1,1,2195.0267256599996,7870,11,8,82393.34019,9,470.58282207,2,2,2,2,1,81,67
48-02510,32,1,1,0,1,0,N,1,2,3091.54937785,7790,10,9,48656.394675,7,N,N,2,2,2,2,18,85
