,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,43,2,6,0,2,2,4,343,25-00703,1,2,43,0,4,5,397,40.0
1,36,4,4,2,3,1,7,390,25-02800,1,1,36,0,N,6,463,20.0
2,59,1,1,0,9,2,N,263,25-00703,1,1,43,3,5,3,176,0.0
3,20,0,6,0,4,1,9,15,25-01000,6,1,23,0,4,1,379,40.0
4,60,4,2,N,N,2,4,403,25-00703,1,1,27,0,2,4,323,20.0
5,32,0,2,N,N,0,9,N,25-01300,2,1,27,N,N,2,N,60.0
6,44,4,6,0,2,1,6,168,25-01000,1,2,26,1,6,7,501,0.0
7,23,1,6,0,2,2,1,283,25-00703,1,1,17,3,5,0,176,0.0
8,6,0,2,4,9,0,3,320,25-01300,6,1,44,N,N,4,190,0.0
9,80,0,4,1,3,0,2,501,25-02800,2,2,51,N,N,1,N,0.0
10,22,0,6,N,N,0,1,385,25-01000,8,1,29,N,N,3,141,40.0
11,33,4,6,0,2,1,7,95,25-02800,1,1,29,0,3,7,501,40.0
12,62,0,4,N,N,2,N,N,25-00703,6,2,46,4,5,1,8,0.0
13,28,0,2,0,3,0,4,501,25-02800,2,1,69,N,N,0,N,0.0
14,29,0,6,2,4,2,2,133,25-01300,2,1,29,1,4,6,501,40.0
15,83,4,1,0,7,2,6,176,25-01300,1,1,39,2,5,8,369,0.0
16,35,1,N,0,2,1,7,2,25-01300,1,2,2,2,4,N,501,0.0
17,66,0,3,2,7,2,4,482,25-01000,6,2,84,0,N,1,28,0.0
18,15,4,6,0,2,0,0,435,25-00503,1,2,19,N,N,0,N,20.0
19,3,4,N,2,N,2,2,15,25-01300,1,1,5,2,5,N,369,20.0
20,8,0,N,1,3,2,5,118,25-01000,2,1,0,1,3,N,226,40.0
21,38,4,1,0,N,2,7,423,25-01300,1,2,36,2,5,2,369,0.0
22,19,4,6,0,4,2,8,301,25-01000,1,1,16,5,7,0,155,0.0
23,35,2,6,0,N,0,3,141,25-00703,1,1,24,N,N,0,0,20.0
24,39,0,5,0,2,2,N,318,25-01000,1,2,59,0,N,7,501,20.0
25,20,0,4,1,2,0,1,501,25-02800,2,1,60,N,N,2,83,0.0
26,44,4,6,0,2,0,0,375,25-00703,1,1,21,N,N,2,N,0.0
27,44,0,6,0,N,0,6,448,25-00703,7,2,20,N,N,1,N,20.0
28,62,0,2,N,N,1,1,101,25-01300,6,1,46,0,N,9,501,20.0
29,19,2,6,0,2,0,7,7,25-01300,1,2,18,N,N,3,N,0.0
30,5,4,N,2,7,1,0,495,25-00503,1,2,11,2,4,N,501,20.0
31,27,4,4,0,N,2,N,315,25-02800,8,1,58,0,2,4,474,20.0
32,26,0,4,4,6,2,4,207,25-00703,5,1,57,0,N,2,90,0.0
33,34,4,1,0,3,2,2,365,25-00503,1,1,38,2,4,8,501,0.0
34,83,0,3,N,N,0,9,98,25-00503,6,2,94,N,N,0,N,40.0
35,56,0,4,1,4,1,7,295,25-02800,2,1,79,0,N,2,88,0.0
36,16,4,6,0,6,2,7,56,25-01000,8,1,27,0,N,6,394,20.0
37,52,0,6,0,N,2,5,391,25-01000,9,1,17,1,2,1,344,0.0
38,19,2,6,0,N,1,8,49,25-01300,1,2,22,0,2,0,429,20.0
39,53,0,4,1,3,2,4,452,25-00703,8,2,51,0,2,2,60,0.0
40,79,4,6,N,3,1,4,283,25-00503,1,1,17,1,4,0,230,0.0
41,53,4,1,0,4,2,0,399,25-01000,1,1,30,5,7,5,155,0.0
42,63,4,3,0,2,2,1,150,25-01300,1,1,67,2,5,1,369,20.0
43,40,0,6,3,5,2,N,357,25-00503,2,1,25,1,3,7,373,0.0
44,27,0,6,0,N,0,0,309,25-00703,9,1,18,N,N,9,N,20.0
45,86,4,3,0,4,2,1,343,25-01000,1,2,65,0,2,4,305,20.0
46,16,0,6,2,3,0,9,218,25-02800,6,2,45,N,N,2,95,0.0
47,28,0,6,N,N,0,1,356,25-02800,2,1,31,N,N,3,137,40.0
48,90,4,1,N,5,2,7,327,25-00503,8,1,76,0,3,2,361,0.0
49,40,0,1,1,4,2,0,57,25-01300,2,2,30,1,4,3,501,40.0
50,94,0,3,N,N,2,6,36,25-01300,6,2,80,0,N,2,88,20.0
51,54,0,3,2,4,2,7,501,25-02800,2,2,64,3,6,0,240,0.0
52,87,4,6,3,9,1,9,88,25-00703,9,1,20,2,7,1,366,0.0
53,42,0,2,N,N,1,5,N,25-00503,2,2,35,0,2,3,165,0.0
54,22,0,6,0,2,2,N,501,25-02800,6,1,25,0,4,4,212,20.0
55,71,0,3,2,4,0,5,501,25-02800,2,2,84,N,N,0,N,0.0
